569.3678544	1353.742978	308.3127753	848.2368718	755.8635113	820.5613009	869.6600633	654.128352	980.6543472	875.7410258
640.0574498	1851.151299	344.0465785	995.2952328	806.2589273	825.9770014	1055.500688	911.3010138	1229.443081	910.6992983
526.9971721	1800.786903	270.391507	855.2850908	382.3658094	663.224045	1014.408883	361.7871063	1082.150701	746.4953383
559.2957979	2013.994523	297.5264895	1049.463239	757.4759621	721.3118785	1409.736426	797.805698	857.6133758	643.0442075
799.1018727	2040.8046	290.349521	988.4312903	599.0419856	761.7865169	835.0931195	526.10996	1077.005706	887.3849418
684.8425138	1938.690098	303.4691028	916.057052	554.2919154	709.4964045	989.2499615	546.2206158	1072.080763	1134.141455
718.2297047	1378.094558	317.0730518	1244.477773	751.8922964	729.2638694	1325.354372	851.43446	1085.769148	1143.443584
651.9671673	1799.111148	308.1565278	946.7562313	925.5850701	867.6018329	1178.277799	834.2423735	792.3896758	1044.964812
550.8769572	1596.180759	320.515705	1006.571098	691.9934761	692.0443188	1037.420056	773.0306105	831.690401	978.8952698
492.0669043	1494.090625	281.203834	733.6304595	475.0020014	654.6885428	880.2452423	643.014401	689.4961828	617.6784753
510.7162206	1576.236798	290.82868	922.0746083	888.3685533	782.9791011	947.5332373	528.7483403	1002.727335	842.5855485
565.1795566	1537.39375	326.3020708	819.1426123	860.0612185	766.4008989	1193.081842	717.1206593	685.4015992	1052.469874
683.6456956	1705.429178	293.8338403	927.1264985	804.9704073	850.5554565	1132.867985	824.1153625	951.561477	952.3325065
591.7219133	1596.096489	294.4379973	559.306319	354.7685815	571.237479	1081.718727	428.4782738	1057.300692	583.9493685
556.2443453	1522.095364	275.1310145	518.6319243	761.4413624	711.8766854	1240.480818	780.3922908	1186.883008	740.3392473
390.3607458	1680.250386	309.2190108	900.2992685	662.3689537	771.821573	966.0120085	823.525834	1045.870496	952.0320285
